ICAO,IATA,FAA,Name,Served City,Country,Latitude,Longitude,Category,Rescue and Fire Airport,Deice Info,Deice Not Available
KOKV,WGO,OKV,Winchester Regional,Winchester,United States,39.143528,-78.144444,AirSprint Inc.: A,,No Deice Mentions Found,
KOLM,OLM,OLM,Olympia Regional,Olympia,United States,46.969404,-122.902545,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KOMA,OMA,OMA,Eppley Airfield,Omaha,United States,41.303167,-95.894056,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1: $17.00/G
•	Type 4: $25.00/G",No
KOMK,OMK,OMK,Omak,Omak,United States,48.464412,-119.518051,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KONT,ONT,ONT,Ontario International,Ontario,United States,34.056014,-117.601188,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE:

•	Not Available",Yes
KOPF,OPF,OPF,Miami-Opa Locka Executive,Miami,United States,25.907417,-80.278222,AirSprint Inc.: A,,No Deice Mentions Found,
KOQU,NCO,OQU,Quonset State  ,North Kingstown,United States,41.597139,-71.412139,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KORD,ORD,ORD,Chicago O'Hare International,Chicago,United States,41.97694,-87.90815,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	Type 1 ($14.50/gal) and Type 4 ($18.50/gal) Available
•	Contact FBO to organize.",No
KORF,ORF,ORF,Norfolk International,Norfolk,United States,36.894604,-76.201229,AirSprint Inc.: A,A_7,"DE-ICE/ANTI-ICE:

•	Deicing service Type I and IV available at the International Terminal
•	FBO will arrange deicing and will provide the Gate at the International Terminal that is to be utilized that day",No
KORH,ORH,ORH,Worcester Regional,Worcester,United States,42.267139,-71.875611,AirSprint Inc.: A,,No Deice Mentions Found,
KORL,ORL,ORL,Orlando Executive ,Orlando,United States,28.545462,-81.33293,AirSprint Inc.: A,,"DEICE/ANTI ICE:

•	Not available",Yes
KOSU,OSU,OSU,Ohio State University,Columbus,United States,40.079516,-83.073213,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Location: Line staff will escort to designated de-ice location
•	Type 1 and Type 4 Available
•	Contact FBO or request over UNICOM

Pricing:
•	Type 1 - $22.00/G
•	Type 4 - $24.00/G",No
KOTH,OTH,OTH,Southwest Oregon Regional,North Bend,United States,43.4169444,-124.2470278,AirSprint Inc.: A,,No Deice Mentions Found,
KOWB,OWB,OWB,Owensboro - Daviess County Regional,Owensboro,United States,37.738834,-87.166829,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KOWD,OWD,OWD,Norwood Memorial,Norwood,United States,42.190528,-71.172944,AirSprint Inc.: B,,No Deice Mentions Found,
KOXR,OXR,OXR,Oxnard,Oxnard,United States,34.200807,-119.207226,AirSprint Inc.: A,,No Deice Mentions Found,
KPAE,PAE,PAE,Seattle Paine Field International,Everett,United States,47.907318,-122.282094,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types 1 & 4 available at FBO",No
KPBG,PBG,PBG,Plattsburgh International,Plattsburgh,United States,44.650944,-73.468139,AirSprint Inc.: A,,"DEICE/ANTI ICE:

•	Types 1 & 4 available",No
KPBI,PBI,PBI,Palm Beach International,West Palm Beach,United States,26.683162,-80.095592,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KPCW,,PCW,Erie-Ottawa International,Port Clinton,United States,41.516271,-82.869487,AirSprint Inc.: A,,No Deice Mentions Found,
KPDK,PDK,PDK,DeKalb–Peachtree ,Atlanta,United States,33.876002,-84.302031,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type I available only",No
KPDT,PDT,PDT,Eastern Oregon Regional At Pendleton,Pendleton,United States,45.695095,-118.843369,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KPDX,PDX,PDX,Portland International,Portland,United States,45.588709,-122.596869,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	Type 1 & 4 available
•	Contact FBO to arrange 
•	Location: Main Ramp",No
KPEZ,,PEZ,Pleasanton Municipal,Pleasanton,United States,28.954194,-98.519972,AirSprint Inc.: B,,Error: 'NoneType' object has no attribute 'upper',
KPGA,PGA,PGA,Page Municipal,Page,United States,36.926069,-111.448351,AirSprint Inc.: A,A_3,"DEICE/ANTI-ICE: 

•	Not Available",Yes
KPGD,PGD,PGD,Punta Gorda,Punta Gorda,United States,26.918593,-81.990886,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KPHF,PHF,PHF,Newport News - Williamsburg International,Newport News,United States,37.131889,-76.492972,AirSprint Inc.: A,,No Deice Mentions Found,
KPHL,PHL,PHL,Philadelphia International,Philadelphia,United States,39.872084,-75.240663,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	Types 1 and 4 Available 
•	Call FBO in advance to arrange",No
KPHN,PHN,PHN,St Clair County International,Port Huron,United States,42.910959,-82.52885,AirSprint Inc.: A,,No Deice Mentions Found,
KPHX,PHX,PHX,Phoenix Sky Harbor International,Phoenix,United States,33.434278,-112.011583,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KPIA,PIA,PIA,General Downing - Peoria International,Peoria,United States,40.664194,-89.69325,AirSprint Inc.: A,,No Deice Mentions Found,
KPIE,PIE,PIE,St Pete-Clearwater International,St Petersburg-Clearwater,United States,27.908634,-82.68651,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KPIR,PIR,PIR,Pierre Regional,Pierre,United States,44.382694,-100.285972,AirSprint Inc.: A,,No Deice Mentions Found,
KPIT,PIT,PIT,Pittsburgh International,Pittsburgh,United States,40.491417,-80.232694,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE:

•	De-icing type 1 fluid $18/gallon, type 4 fluid $22.85 /gallon",No
KPLN,PLN,PLN,Pellston Regional - Emmet County,Pellston,United States,45.570917,-84.796722,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Deicing services available - Type 1 only
•	$40.00 application fee + $20.00/gallon",No
KPMP,PPM,PMP,Pompano Beach Airpark,Pompano Beach,United States,26.247401,-80.111208,AirSprint Inc.: B,,No Deice Mentions Found,
KPNE,PNE,PNE,Northeast Philadelphia  ,Philadelphia,United States,40.081938,-75.010578,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and Type 4 available",No
KPNS,PNS,PNS,Pensacola International,Pensacola,United States,30.473417,-87.186611,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Not available",Yes
KPOF,POF,POF,Poplar Bluff Regional Business,Poplar Bluff,United States,36.773935,-90.324853,AirSprint Inc.: A,,No Deice Mentions Found,
KPOU,POU,POU,Hudson Valley Regional,Poughkeepsie,United States,41.626585,-73.884189,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

- Type 1 & 4 Available at FlightLevel Duchess",No
KPQI,PQI,PQI,Presque Isle International,Presque Isle,United States,46.688964,-68.044791,AirSprint Inc.: A,,"DEI-CCE/ANTI-ICE [28NOV18]:
TYPE 1: $16.00/G
TYPE 4: $18.00/G
PROCESS: PLEASE SEE RAMP STAFF TO ARRANGE
SPECIAL NOTE: FBO OPOERATES DE-ICE/ANTI-ICE TRUCK AT THEIR FACILITY. GOOD TRUCK, FAST SERVICE. ENGINES MUST BE OFF FOR APPLICATION.",No
KPQL,PGL,PQL,Trent Lott International,Pascagoula,United States,30.462772,-88.529229,AirSprint Inc.: A,,No Deice Mentions Found,
KPRB,PRB,PRB,Paso Robles Municipal,Paso Robles,United States,35.672889,-120.627083,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

Services Not Available",Yes
KPRC,PRC,PRC,Prescott Regional - Ernest A Love Field,Prescott,United States,34.654833,-112.419222,AirSprint Inc.: A,,No Deice Mentions Found,
KPSC,PSC,PSC,Tri-Cities,Pasco,United States,46.264682,-119.119024,AirSprint Inc.: A,,"DEI-CE/ANTI-ICE:

•	Type I & IV available at FBO
•	Please see ramp staff to arrange
•	FBO operates de-ice/anti-ice truck at their facility. Good truck, fast service. Engines must be off for application.

•	Cart = $150.00
•	Sprayer = $50.00",No
KPSF,PSF,PSF,Pittsfield Municipal,Pittsfield,United States,42.42762,-73.29084,AirSprint Inc.: A,,"DEICE/ANTI-ICE [30MAY24]:

•	Type 1 available only",No
KPSM,PSM,PSM,Portsmouth International At Pease,Portsmouth,United States,43.077944,-70.823278,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Type I & IV available at FBO",No
KPSP,PSP,PSP,Palm Springs International,Palm Springs,United States,33.829667,-116.506694,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KPTK,PTK,PTK,Oakland County International,Pontiac,United States,42.665636,-83.420506,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

•	Type 1 only available at FBO",No
KPUC,PUC,PUC,Carbon County Regional - Buck Davis Field,Price,United States,39.613889,-110.751611,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types 1 & 4 available at FBO",No
KPVD,PVD,PVD,Rhode Island TF Green International,Providence,United States,41.722333,-71.427722,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:
 
•	Types 1 ($15/gal) and 4 ($16/gal) available - Organized through FBO",No
KPVJ,,PVJ,Pauls Valley Municipal,Pauls Valley,United States,34.709563,-97.223346,AirSprint Inc.: A,,No Deice Mentions Found,
KPVU,PVU,PVU,Provo Municipal,Provo,United States,40.219167,-111.723361,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KPWK,PWK,PWK,Chicago Executive,Chicago,United States,42.114279,-87.901541,AirSprint Inc.: A,A_3,No Deice Mentions Found,
KPWM,PWM,PWM,Portland International Jetport,Portland,United States,43.645644,-70.308616,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

North East Air
•	Type 1 & 4 - Available",No
KPYM,PYM,PYM,Plymouth Municipal,Plymouth,United States,41.908618,-70.727685,AirSprint Inc.: B,,No Deice Mentions Found,
KRAC,RAC,RAC,Batten International,Racine,United States,42.76118,-87.813909,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available at FBO",No
KRAP,RAP,RAP,Rapid City Regional,Rapid City,United States,44.045333,-103.057361,AirSprint Inc.: A,,"DEICE/ANTI ICE: 

•	Type 1 only - $20.00/gallon w/ $50.00 fee
•	On ramp - Contact FBO to arrange",No
KRBW,RBW,RBW,Lowcountry Regional,Walterboro,United States,32.921,-80.640611,AirSprint Inc.: A,,No Deice Mentions Found,
KRDG,RDG,RDG,Reading Regional - Carl A Spaatz Field,Reading,United States,40.378499,-75.965247,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types 1 & 4 available at FBO",No
KRDM,RDM,RDM,Roberts Field,Redmond,United States,44.254069,-121.149971,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

- Type 1&4 available at SkyService",No
KRDU,RDU,RDU,Raleigh-Durham International,Raleigh/durham,United States,35.877639,-78.787472,AirSprint Inc.: A,A_9,"DEICE/ANTI-ICE:

•	Available at FBO",No
KRFD,RFD,RFD,Chicago - Rockford International,Chicago/rockford,United States,42.195361,-89.097222,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available at FBO",No
KRGK,,RGK,Red Wing Regional,Red Wing,United States,44.589361,-92.484972,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KRHI,RHI,RHI,Rhinelander - Oneida County,Rhinelander,United States,45.630901,-89.466628,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KRIC,RIC,RIC,Richmond International,Richmond,United States,37.505181,-77.319739,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types 1 ($17.00/G) and 4 ($22.00/G) Available 
•	Contact FBO to arrange, done on FBO ramp.",No
KRIL,RIL,RIL,Rifle Garfield County,Rifle,United States,39.526607,-107.727987,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available: Type I & IV available",No
KRKD,RKD,RKD,Knox County Regional,Rockland,United States,44.060142,-69.09967,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type I available only
•	Contact FBO",No
KRKS,RKS,RKS,Southwest Wyoming Regional,Rock Springs,United States,41.594222,-109.065194,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types 1 & 4 available at FBO",No
KRNM,,RNM,Ramona,Ramona,United States,33.039167,-116.91525,AirSprint Inc.: A,,No Deice Mentions Found,
KRNO,RNO,RNO,Reno - Tahoe International,Reno,United States,39.499111,-119.768111,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Services Available 
•	Type 1 & 4 available",No
KRNT,RNT,RNT,Renton Municipal,Renton,United States,47.493139,-122.21575,AirSprint Inc.: A,,No Deice Mentions Found,
KROA,ROA,ROA,Roanoke - Blacksburg Regional (Woodrum Field),Roanoke,United States,37.325472,-79.975417,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 & 4 
•	Available 24/7",No
KROC,ROC,ROC,Frederick Douglass - Greater Rochester International,Rochester,United States,43.119144,-77.671869,AirSprint Inc.: A,,No Deice Mentions Found,
KROG,ROG,ROG,Rogers Executive Carter Field ,Rogers,United States,36.372417,-94.106972,AirSprint Inc.: A,,No Deice Mentions Found,
KRQO,,RQO,El Reno Regional,El Reno,United States,35.472722,-98.00575,AirSprint Inc.: A,,No Deice Mentions Found,
KRST,RST,RST,Rochester International,Rochester,United States,43.908278,-92.500028,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Services Available: Type 1 and Type 4 
•	Contact Phone:
•	Fees: Type 1 $18.77 per gallon, Type 4 $22.50 per gallon",No
KRSW,RSW,RSW,Southwest Florida International,Fort Myers,United States,26.536164,-81.755155,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KRUT,RUT,RUT,Rutland - Southern Vermont Regional,Rutland,United States,43.52973,-72.949626,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 & 4 available at FBO",No
KRYY,,RYY,Cobb County International - Mccollum Field,Atlanta,United States,34.013167,-84.597028,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KSAA,SAA,SAA,Shively Field,Saratoga,United States,41.443528,-106.827528,AirSprint Inc.: A,,No Deice Mentions Found,
KSAF,SAF,SAF,Santa Fe Municipal,Santa Fe,United States,35.6171111,-106.0894167,AirSprint Inc.: A,,No Deice Mentions Found,
KSAN,SAN,SAN,San Diego International,San Diego,United States,32.733563,-117.189663,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KSAT,SAT,SAT,San Antonio International,San Antonio,United States,29.533958,-98.469057,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KSAV,SAV,SAV,Savannah - Hilton Head International,Savannah,United States,32.127583,-81.202139,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KSAW,MQT,SAW,Marquette - Sawyer Regional,Marquette,United States,46.349158,-87.396372,AirSprint Inc.: A,,"DEICE/ANTI-ICE [30MAY24]:

•	Types I & IV available at FBO",No
KSBA,SBA,SBA,Santa Barbara Municipal,Santa Barbara,United States,34.426192,-119.841493,AirSprint Inc.: A,,No Deice Mentions Found,
KSBD,SBD,SBD,San Bernardino International,San Bernardino,United States,34.095361,-117.234889,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KSBM,SBM,SBM,Sheboygan County Memorial,Sheboygan,United States,43.769778,-87.851722,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KSBN,SBN,SBN,South Bend International,South Bend,United States,41.708224,-86.317338,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available - Call FBO to arrange",No
KSBO,,SBO,East Georgia Regional,Swainsboro,United States,32.609139,-82.369944,AirSprint Inc.: A,,No Deice Mentions Found,
KSBP,SBP,SBP,San Luis County Regional,San Luis Obispo,United States,35.237272,-120.642603,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 only available at FBO",No
KSCA,,SCA,Sidney Municipal,Sidney,United States,40.241278,-84.147861,AirSprint Inc.: A,,No Deice Mentions Found,
KSCK,SCK,SCK,Stockton Metro,Stockton,United States,37.89441,-121.23874,AirSprint Inc.: A,,No Deice Mentions Found,
KSDF,SDF,SDF,Louisville Muhammad Ali International,Louisville,United States,38.174085,-85.736494,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No Deice",No
KSDL,SCF,SDL,Scottsdale,Scottsdale,United States,33.622889,-111.910528,AirSprint Inc.: A,,No Deice Mentions Found,
KSDM,SDM,SDM,Brown Field Municipal,San Diego,United States,32.572278,-116.980167,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KSDY,SDY,SDY,Sidney-Richland Regional,Sidney,United States,47.706861,-104.192556,AirSprint Inc.: A,,No Deice Mentions Found,
KSEA,SEA,SEA,Seattle-Tacoma International,Seattle,United States,47.449889,-122.311778,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

IDS (Integrated Deicing Services) 
•	PH: 1-206-348-2000 // 206-427-8755
•	FREQ: 129.95 

Signature Flight Support - uses third party through Swissport 
•	TYPE 1 & 4",No
KSEF,SEF,SEF,Sebring Regional,Sebring,United States,27.456389,-81.342389,AirSprint Inc.: A,,"DEICE/ANTI-ICE:
NOT AVAILABLE:",Yes
KSEZ,SDX,SEZ,Sedona,Sedona,United States,34.848589,-111.788448,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•	Not available",Yes
KSFB,SFB,SFB,Orlando Sanford International,Orlando,United States,28.777178,-81.234914,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KSFM,SFM,SFM,Sanford Seacoast Regional,Sanford,United States,43.393806,-70.708,AirSprint Inc.: A,,No Deice Mentions Found,
KSFO,SFO,SFO,San Francisco International,San Francisco,United States,37.618806,-122.375417,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	No service",No
KSGF,SGF,SGF,Springfield–Branson National,Springfield,United States,37.245661,-93.388627,AirSprint Inc.: A,,"DEICE/ANTI-ICE [28MAY24]:

•	Type 1 & 4 available at FBO",No
KSGJ,UST,SGJ,Northeast Florida Regional,St Augustine,United States,29.95925,-81.339729,AirSprint Inc.: A,A_5,No Deice Mentions Found,
KSGR,SGR,SGR,Sugar Land Regional,Houston,United States,29.622249,-95.656534,AirSprint Inc.: A,,"DEICE/ANTI-ICE [29MAY24]:

•	No service",No
KSGU,SGU,SGU,St George Regional,St George,United States,37.036378,-113.510303,AirSprint Inc.: A,,No Deice Mentions Found,
KSHV,SHV,SHV,Shreveport Regional,Shreveport,United States,32.446515,-93.82604,AirSprint Inc.: A,,No Deice Mentions Found,
KSJC,SJC,SJC,Norman Y Mineta San Jose International,San Jose,United States,37.362995,-121.928621,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KSJT,SJT,SJT,San Angelo Regional - Mathis Field,San Angelo,United States,31.357748,-100.496304,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Please contact FBO to see if available",No
KSLC,SLC,SLC,Salt Lake City International,Salt Lake City,United States,40.788393,-111.977773,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	FBO provides type 1 and type 4. Good service. They will have you taxi just north of the FBO ramp onto taxiway 'K'. Use Visa and the FBO will email you the receipt.",No
KSLG,SLG,SLG,Smith Field,Siloam Springs,United States,36.191861,-94.49,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KSLK,SLK,SLK,Adirondack Regional,Saranac Lake,United States,44.385308,-74.206181,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types 1 & 4 available at FBO",No
KSLN,SLN,SLN,Salina Regional,Salina,United States,38.790611,-97.652222,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available
•	Starts at $200.00 min equipment charge - then $28.00 per gallon Type 1, $31 per gallon Type 4- updated 16NOV20 dxt",No
KSMF,SMF,SMF,Sacramento International,Sacramento,United States,38.695444,-121.590778,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KSMX,SMX,SMX,Santa Maria Pub - Capt G Allan Hancock Field,Santa Maria,United States,34.899944,-120.458083,AirSprint Inc.: A,,No Deice Mentions Found,
KSNA,SNA,SNA,John Wayne - Orange County,Santa Ana,United States,33.675662,-117.868233,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE: 

•	Not available",Yes
KSNS,SNS,SNS,Salinas Municipal,Salinas,United States,36.662411,-121.607154,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

NOT AVAILABLE",Yes
KSOP,SOP,SOP,Moore County  ,Pinehurst/southern Pines,United States,35.237422,-79.389034,AirSprint Inc.: A,,No Deice Mentions Found,
KSRQ,SRQ,SRQ,Sarasota - Bradenton International,Sarasota/bradenton,United States,27.395444,-82.554389,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KSSF,SSF,SSF,Stinson Municipal,San Antonio,United States,29.336981,-98.471044,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KSSI,SSI,SSI, St Simons Island,St Simons Island,United States,31.151966,-81.39106,AirSprint Inc.: A,,No Deice Mentions Found,
KSTC,STC,STC,St Cloud Regional,St Cloud,United States,45.546222,-94.059389,AirSprint Inc.: A,,No Deice Mentions Found,
KSTL,STL,STL,St Louis Lambert International,St Louis,United States,38.748698,-90.370026,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	De-ice service provided by Signature
•	Type 1: $18.50/gal Type 4: $23.10/gal",No
KSTP,STP,STP,St Paul Downtown Holman Field,St Paul,United States,44.934622,-93.060342,AirSprint Inc.: A,,"DEICE/ANTI-ICE: Updated 02OCT18

•	Deicing service available 
•	Type 1 only - $22.500/Gallon + tax  : Type 4 27.00/G  $50.00 set up fee
•	Contact the FBO directly for this service",No
KSTS,STS,STS,Charles M. Schulz–Sonoma County,Santa Rosa,United States,38.509694,-122.812889,AirSprint Inc.: A,,No Deice Mentions Found,
KSUA,SUA,SUA,Witham Field,Stuart,United States,27.181699,-80.221293,AirSprint Inc.: A,,No Deice Mentions Found,
KSUN,SUN,SUN,Friedman Memorial ,Hailey,United States,43.503781,-114.295558,AirSprint Inc.: B,,"DEICE/ANTI-ICE: (As of 07FEB24)

•	Type 1: $32.69/G 
•	Type 4 also available",No
KSUS,SUS,SUS,Spirit of St. Louis,St Louis,United States,38.662111,-90.652056,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available",No
KSUX,SUX,SUX,Sioux Gateway - Brig General Bud Day Field,Sioux City,United States,42.401309,-96.384418,AirSprint Inc.: A,,No Deice Mentions Found,
KSVH,SVH,SVH,Statesville Regional,Statesville,United States,35.765,-80.953889,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KSWF,SWF,SWF,New York Stewart International,New York,United States,41.504111,-74.104833,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Call FBO to arrange
•	Type 1 - $23.00/G
•	Type 4 - $25.00/G 
•	Recovery fee $1.21",No
KSYR,SYR,SYR,Syracuse Hancock International,Syracuse,United States,43.111181,-76.10632,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

Available
•	Type 1 18.55$/gallon
•	Type 4 is per application, approx $165 for an XLsize
•	Book thru FBO-American limosine 315.473.2000-mac 03.16.07",No
KSZT,,SZT,Sandpoint  ,Sandpoint,United States,48.299528,-116.560139,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

Granite Aviation
•	Available - contact FBO for details",No
KTBR,TBR,TBR,Statesboro-Bulloch County,Statesboro,United States,32.48275,-81.736944,AirSprint Inc.: A,,No Deice Mentions Found,
KTEB,TEB,TEB,Teterboro,Teterboro,United States,40.8501111,-74.0608333,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available 
•	Organize through FBO
•	De-ice information pamphlet in airport briefing",No
KTEX,TEX,TEX,Telluride Regional,Telluride,United States,37.953806,-107.90875,AirSprint Inc.: C,A_3,"DEICE/ANTI-ICE:

•	Type 1 & Type 4 available
•	Fees: $25/G",No
KTIW,TIW,TIW,Tacoma Narrows  ,Tacoma,United States,47.267944,-122.578111,AirSprint Inc.: A,,No Deice Mentions Found,
KTLH,TLH,TLH,Tallahassee International,Tallahassee,United States,30.396754,-84.350869,AirSprint Inc.: A,,No Deice Mentions Found,
KTMB,TMB,TMB,Miami Executive  ,Miami,United States,25.647564,-80.433225,AirSprint Inc.: A,,No Deice Mentions Found,
KTME,,TME,Houston Executive,Houston,United States,29.805028,-95.897889,AirSprint Inc.: A,,No Deice Mentions Found,
KTNU,TNU,TNU,Newton Municipal-Earl Johnson Field,Newton,United States,41.67443,-93.021728,AirSprint Inc.: A,,"NOTES:

•	No deice/anti-ice
•	Facilities (only a large hangar)",No
KTOL,TOL,TOL,Eugene F Kranz Toledo Express,Toledo,United States,41.586817,-83.807827,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services Available: Type 1 at FBO, they can arrange for Type 4 with 45mins notice",No
KTPA,TPA,TPA,Tampa International,Tampa,United States,27.975472,-82.53325,AirSprint Inc.: A,A_8,No Deice Mentions Found,
KTPL,TPL,TPL,Draughon-Miller Central Texas Regional,Temple,United States,31.1519,-97.407663,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KTRI,TRI,TRI,Tri-Cities,Bristol/johnson/kingsport,United States,36.475208,-82.407415,AirSprint Inc.: A,,No Deice Mentions Found,
KTRK,TKF,TRK,Truckee Tahoe  ,Truckee,United States,39.320056,-120.139583,AirSprint Inc.: A,,No Deice Mentions Found,
KTRM,TRM,TRM,Jacqueline Cochran Regional,Palm Springs,United States,33.626671,-116.159654,AirSprint Inc.: A,,No Deice Mentions Found,
KTTA,,TTA,Raleigh Executive Jetport At Sanford-Lee County,Sanford,United States,35.582439,-79.101338,AirSprint Inc.: A,,No Deice Mentions Found,
KTTN,TTN,TTN,Trenton Mercer,Trenton,United States,40.2766944,-74.8134722,AirSprint Inc.: A,,No Deice Mentions Found,
KTUL,TUL,TUL,Tulsa International,Tulsa,United States,36.1983889,-95.8881111,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE:

•	Type I deicing services available
•	Atlantic will apply on their ramp, 10-15 min hold time
•	Type I: $22/gal
•	Fee: $299 (fee waived if over 13 gallons)",No
KTUS,TUS,TUS,Tucson International,Tucson,United States,32.116069,-110.941014,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KTVC,TVC,TVC,Cherry Capital,Traverse City,United States,44.741579,-85.58187,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KTVL,TVL,TVL,Lake Tahoe  ,South Lake Tahoe,United States,38.893889,-119.995333,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Available at FBO

---

RESTRICTIONS:

•	Light winds, 10 kts max due to one way in and one way out runway

•	Not snowing or forecast to snow

•	Closest Airport with no restrictions: KRNO 75 miles by road

•	Day Operations Only - from ½ hr after sun rise to ½ hr before sunset.

•	Duty pilot WX approval required - no deice
•	HI terrain near airport
•	Land RWY 18 & takeoff 36. 
•	Noise: NADP. 
•	Curfew 2000L - 0800L.",No
KTWF,TWF,TWF,Joslin Field - Magic Valley Regional,Twin Falls,United States,42.481809,-114.487736,AirSprint Inc.: A,,"DEICE/ANTICE:

Reeder Flyer Services:

•	Type 1 de-Ice is PG UNCAR ADF 
•	Type 4 Anti-Ice is FlightGuard AS-49.",No
KTXK,TXK,TXK,Texarkana Regional-Webb Field,Texarkana,United States,33.453716,-93.991031,AirSprint Inc.: A,,No Deice Mentions Found,
